Date,VIX
2025-08-04,1752.0
2025-08-05,1785.0
2025-08-06,1677.0
2025-08-07,1657.0
2025-08-08,1515.0
2025-08-11,1625.0
2025-08-12,1473.0
2025-08-13,1449.0
2025-08-14,1483.0
2025-08-15,1509.0
2025-08-18,1499.0
2025-08-19,1557.0
2025-08-20,1569.0
2025-08-21,166.0
2025-08-22,1422.0
2025-08-25,1479.0
2025-08-26,1462.0
2025-08-27,1485.0
2025-08-28,1443.0
2025-08-29,1536.0
2025-09-01,1612.0
2025-09-02,1717.0
2025-09-03,1635.0
2025-09-04,153.0
2025-09-05,1518.0
2025-09-08,1511.0
2025-09-09,1504.0
2025-09-10,1535.0
2025-09-11,1471.0
2025-09-12,1476.0
2025-09-15,1569.0
2025-09-16,1636.0
2025-09-17,1572.0
2025-09-18,157.0
2025-09-19,1545.0
2025-09-22,161.0
2025-09-23,1664.0
2025-09-24,1618.0
2025-09-25,1674.0
2025-09-26,1529.0
2025-09-29,1612.0
2025-09-30,1628.0
2025-10-01,1629.0
2025-10-02,1663.0
2025-10-03,1665.0
2025-10-06,1637.0
2025-10-07,1724.0
2025-10-08,163.0
2025-10-09,1643.0
2025-10-10,2166.0
2025-10-13,1903.0
2025-10-14,2081.0
