Grupos ECOICOP	Tipo de dato	Periodo	Total
03 Vestido y calzado	Variación mensual	2025M01	-11,2
03 Vestido y calzado	Variación mensual	2024M12	-0,7
03 Vestido y calzado	Variación mensual	2024M11	4,2
03 Vestido y calzado	Variación mensual	2024M10	8,5
03 Vestido y calzado	Variación mensual	2024M09	2,4
03 Vestido y calzado	Variación mensual	2024M08	-0,9
03 Vestido y calzado	Variación mensual	2024M07	-9,6
03 Vestido y calzado	Variación mensual	2024M06	-0,8
03 Vestido y calzado	Variación mensual	2024M05	2,3
03 Vestido y calzado	Variación mensual	2024M04	7,1
03 Vestido y calzado	Variación mensual	2024M03	2,4
03 Vestido y calzado	Variación mensual	2024M02	-1,8
03 Vestido y calzado	Variación mensual	2024M01	-10,7
03 Vestido y calzado	Variación mensual	2023M12	-1,0
03 Vestido y calzado	Variación mensual	2023M11	4,2
03 Vestido y calzado	Variación mensual	2023M10	8,6
03 Vestido y calzado	Variación mensual	2023M09	2,6
03 Vestido y calzado	Variación mensual	2023M08	-0,6
03 Vestido y calzado	Variación mensual	2023M07	-9,7
03 Vestido y calzado	Variación mensual	2023M06	-0,8
03 Vestido y calzado	Variación mensual	2023M05	2,3
03 Vestido y calzado	Variación mensual	2023M04	7,5
03 Vestido y calzado	Variación mensual	2023M03	3,2
03 Vestido y calzado	Variación mensual	2023M02	-1,3
03 Vestido y calzado	Variación mensual	2023M01	-11,5
03 Vestido y calzado	Variación mensual	2022M12	-0,3
03 Vestido y calzado	Variación mensual	2022M11	3,3
03 Vestido y calzado	Variación mensual	2022M10	8,5
03 Vestido y calzado	Variación mensual	2022M09	3,6
03 Vestido y calzado	Variación mensual	2022M08	-0,6
03 Vestido y calzado	Variación mensual	2022M07	-10,2
03 Vestido y calzado	Variación mensual	2022M06	-0,6
03 Vestido y calzado	Variación mensual	2022M05	2,7
03 Vestido y calzado	Variación mensual	2022M04	8,5
03 Vestido y calzado	Variación mensual	2022M03	3,8
03 Vestido y calzado	Variación mensual	2022M02	-1,5
03 Vestido y calzado	Variación mensual	2022M01	-13,0
03 Vestido y calzado	Variación mensual	2021M12	-2,1
03 Vestido y calzado	Variación mensual	2021M11	4,7
03 Vestido y calzado	Variación mensual	2021M10	11,1
03 Vestido y calzado	Variación mensual	2021M09	5,3
03 Vestido y calzado	Variación mensual	2021M08	-1,1
03 Vestido y calzado	Variación mensual	2021M07	-12,4
03 Vestido y calzado	Variación mensual	2021M06	-1,3
03 Vestido y calzado	Variación mensual	2021M05	2,3
03 Vestido y calzado	Variación mensual	2021M04	10,3
03 Vestido y calzado	Variación mensual	2021M03	4,4
03 Vestido y calzado	Variación mensual	2021M02	-1,4
03 Vestido y calzado	Variación mensual	2021M01	-15,3
03 Vestido y calzado	Variación mensual	2020M12	-2,1
03 Vestido y calzado	Variación mensual	2020M11	4,8
03 Vestido y calzado	Variación mensual	2020M10	11,1
03 Vestido y calzado	Variación anual	2025M10	0,5
03 Vestido y calzado	Variación anual	2025M09	0,8
03 Vestido y calzado	Variación anual	2025M08	0,7
03 Vestido y calzado	Variación anual	2025M07	0,8
03 Vestido y calzado	Variación anual	2025M06	0,5
03 Vestido y calzado	Variación anual	2025M05	0,5
03 Vestido y calzado	Variación anual	2025M04	0,3
03 Vestido y calzado	Variación anual	2025M03	0,2
03 Vestido y calzado	Variación anual	2025M02	0,1
03 Vestido y calzado	Variación anual	2025M01	-0,1
03 Vestido y calzado	Variación anual	2024M12	0,5
03 Vestido y calzado	Variación anual	2024M11	0,2
03 Vestido y calzado	Variación anual	2024M10	0,3
03 Vestido y calzado	Variación anual	2024M09	0,4
03 Vestido y calzado	Variación anual	2024M08	0,7
03 Vestido y calzado	Variación anual	2024M07	0,9
03 Vestido y calzado	Variación anual	2024M06	0,7
03 Vestido y calzado	Variación anual	2024M05	0,8
03 Vestido y calzado	Variación anual	2024M04	0,8
03 Vestido y calzado	Variación anual	2024M03	1,2
03 Vestido y calzado	Variación anual	2024M02	1,9
03 Vestido y calzado	Variación anual	2024M01	2,5
03 Vestido y calzado	Variación anual	2023M12	1,6
03 Vestido y calzado	Variación anual	2023M11	2,2
03 Vestido y calzado	Variación anual	2023M10	1,3
03 Vestido y calzado	Variación anual	2023M09	1,2
03 Vestido y calzado	Variación anual	2023M08	2,2
03 Vestido y calzado	Variación anual	2023M07	2,1
03 Vestido y calzado	Variación anual	2023M06	1,7
03 Vestido y calzado	Variación anual	2023M05	1,9
03 Vestido y calzado	Variación anual	2023M04	2,2
03 Vestido y calzado	Variación anual	2023M03	3,2
03 Vestido y calzado	Variación anual	2023M02	3,9
03 Vestido y calzado	Variación anual	2023M01	3,6
03 Vestido y calzado	Variación anual	2022M12	1,8
03 Vestido y calzado	Variación anual	2022M11	0,0
03 Vestido y calzado	Variación anual	2022M10	1,4
03 Vestido y calzado	Variación anual	2022M09	3,9
03 Vestido y calzado	Variación anual	2022M08	5,6
03 Vestido y calzado	Variación anual	2022M07	5,0
03 Vestido y calzado	Variación anual	2022M06	2,4
03 Vestido y calzado	Variación anual	2022M05	1,7
03 Vestido y calzado	Variación anual	2022M04	1,3
03 Vestido y calzado	Variación anual	2022M03	3,0
03 Vestido y calzado	Variación anual	2022M02	3,6
03 Vestido y calzado	Variación anual	2022M01	3,7
03 Vestido y calzado	Variación anual	2021M12	1,0
03 Vestido y calzado	Variación anual	2021M11	1,0
03 Vestido y calzado	Variación anual	2021M10	1,1
03 Vestido y calzado	Variación anual	2021M09	1,1
03 Vestido y calzado	Variación anual	2021M08	1,1
03 Vestido y calzado	Variación anual	2021M07	1,0
03 Vestido y calzado	Variación anual	2021M06	1,0
03 Vestido y calzado	Variación anual	2021M05	1,0
03 Vestido y calzado	Variación anual	2021M04	1,1
03 Vestido y calzado	Variación anual	2021M03	1,1
03 Vestido y calzado	Variación anual	2021M02	1,0
03 Vestido y calzado	Variación anual	2021M01	0,9
03 Vestido y calzado	Variación anual	2020M12	0,9
03 Vestido y calzado	Variación anual	2020M11	0,9
03 Vestido y calzado	Variación anual	2020M10	1,0
03 Vestido y calzado	Variación en lo que va de año	2025M10	-2,8
03 Vestido y calzado	Variación en lo que va de año	2025M09	-10,1
03 Vestido y calzado	Variación en lo que va de año	2025M08	-12,3
03 Vestido y calzado	Variación en lo que va de año	2025M07	-11,4
03 Vestido y calzado	Variación en lo que va de año	2025M06	-2,4
03 Vestido y calzado	Variación en lo que va de año	2025M05	-1,6
03 Vestido y calzado	Variación en lo que va de año	2025M04	-3,9
03 Vestido y calzado	Variación en lo que va de año	2025M03	-10,4
03 Vestido y calzado	Variación en lo que va de año	2025M02	-12,6
03 Vestido y calzado	Variación en lo que va de año	2025M01	-11,2
03 Vestido y calzado	Variación en lo que va de año	2024M12	0,5
03 Vestido y calzado	Variación en lo que va de año	2024M11	1,2
03 Vestido y calzado	Variación en lo que va de año	2024M10	-2,9
03 Vestido y calzado	Variación en lo que va de año	2024M09	-10,5
03 Vestido y calzado	Variación en lo que va de año	2024M08	-12,5
03 Vestido y calzado	Variación en lo que va de año	2024M07	-11,8
03 Vestido y calzado	Variación en lo que va de año	2024M06	-2,4
03 Vestido y calzado	Variación en lo que va de año	2024M05	-1,6
03 Vestido y calzado	Variación en lo que va de año	2024M04	-3,8
03 Vestido y calzado	Variación en lo que va de año	2024M03	-10,2
03 Vestido y calzado	Variación en lo que va de año	2024M02	-12,3
03 Vestido y calzado	Variación en lo que va de año	2024M01	-10,7
03 Vestido y calzado	Variación en lo que va de año	2023M12	1,6
03 Vestido y calzado	Variación en lo que va de año	2023M11	2,6
03 Vestido y calzado	Variación en lo que va de año	2023M10	-1,6
03 Vestido y calzado	Variación en lo que va de año	2023M09	-9,4
03 Vestido y calzado	Variación en lo que va de año	2023M08	-11,7
03 Vestido y calzado	Variación en lo que va de año	2023M07	-11,2
03 Vestido y calzado	Variación en lo que va de año	2023M06	-1,6
03 Vestido y calzado	Variación en lo que va de año	2023M05	-0,8
03 Vestido y calzado	Variación en lo que va de año	2023M04	-3,1
03 Vestido y calzado	Variación en lo que va de año	2023M03	-9,8
03 Vestido y calzado	Variación en lo que va de año	2023M02	-12,6
03 Vestido y calzado	Variación en lo que va de año	2023M01	-11,5
03 Vestido y calzado	Variación en lo que va de año	2022M12	1,8
03 Vestido y calzado	Variación en lo que va de año	2022M11	2,2
03 Vestido y calzado	Variación en lo que va de año	2022M10	-1,1
03 Vestido y calzado	Variación en lo que va de año	2022M09	-8,8
03 Vestido y calzado	Variación en lo que va de año	2022M08	-12,0
03 Vestido y calzado	Variación en lo que va de año	2022M07	-11,5
03 Vestido y calzado	Variación en lo que va de año	2022M06	-1,5
03 Vestido y calzado	Variación en lo que va de año	2022M05	-0,9
03 Vestido y calzado	Variación en lo que va de año	2022M04	-3,5
03 Vestido y calzado	Variación en lo que va de año	2022M03	-11,1
03 Vestido y calzado	Variación en lo que va de año	2022M02	-14,3
03 Vestido y calzado	Variación en lo que va de año	2022M01	-13,0
03 Vestido y calzado	Variación en lo que va de año	2021M12	1,0
03 Vestido y calzado	Variación en lo que va de año	2021M11	3,2
03 Vestido y calzado	Variación en lo que va de año	2021M10	-1,5
03 Vestido y calzado	Variación en lo que va de año	2021M09	-11,3
03 Vestido y calzado	Variación en lo que va de año	2021M08	-15,8
03 Vestido y calzado	Variación en lo que va de año	2021M07	-14,9
03 Vestido y calzado	Variación en lo que va de año	2021M06	-2,8
03 Vestido y calzado	Variación en lo que va de año	2021M05	-1,5
03 Vestido y calzado	Variación en lo que va de año	2021M04	-3,7
03 Vestido y calzado	Variación en lo que va de año	2021M03	-12,7
03 Vestido y calzado	Variación en lo que va de año	2021M02	-16,4
03 Vestido y calzado	Variación en lo que va de año	2021M01	-15,3
03 Vestido y calzado	Variación en lo que va de año	2020M12	0,9
03 Vestido y calzado	Variación en lo que va de año	2020M11	3,1
03 Vestido y calzado	Variación en lo que va de año	2020M10	-1,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M10	114,650
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M09	113,575
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M08	113,134
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M07	113,161
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M06	112,551
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M05	111,216
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M04	110,786
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M03	111,805
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M02	113,596
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2025M01	113,047
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M12	108,920
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M11	108,304
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M10	106,616
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M09	106,042
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M08	106,758
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M07	106,054
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M06	108,012
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M05	107,178
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M04	106,295
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M03	105,747
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M02	103,426
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2024M01	104,745
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M12	101,376
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M11	100,846
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M10	102,309
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M09	103,028
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M08	102,618
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M07	102,815
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M06	102,744
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M05	101,886
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M04	102,225
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M03	104,138
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M02	106,287
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2023M01	103,156
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M12	107,680
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M11	106,893
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M10	110,790
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M09	118,604
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M08	125,137
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M07	120,761
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M06	117,695
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M05	113,807
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M04	114,653
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M03	124,213
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M02	113,252
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2022M01	112,574
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M12	112,736
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M11	105,820
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M10	107,963
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M09	103,846
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M08	100,308
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M07	98,144
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M06	98,903
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M05	96,832
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M04	96,478
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M03	93,309
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M02	90,314
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2021M01	95,346
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2020M12	91,448
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2020M11	90,572
04 Vivienda, agua, electricidad, gas y otros combustibles	Índice	2020M10	89,625
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M10	0,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M09	0,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M08	0,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M07	0,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M06	1,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M05	0,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M04	-0,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M03	-1,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M02	0,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2025M01	3,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M12	0,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M11	1,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M10	0,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M09	-0,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M08	0,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M07	-1,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M06	0,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M05	0,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M04	0,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M03	2,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M02	-1,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2024M01	3,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M12	0,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M11	-1,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M10	-0,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M09	0,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M08	-0,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M07	0,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M06	0,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M05	-0,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M04	-1,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M03	-2,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M02	3,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2023M01	-4,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M12	0,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M11	-3,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M10	-6,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M09	-5,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M08	3,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M07	2,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M06	3,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M05	-0,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M04	-7,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M03	9,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M02	0,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2022M01	-0,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M12	6,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M11	-2,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M10	4,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M09	3,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M08	2,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M07	-0,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M06	2,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M05	0,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M04	3,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M03	3,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M02	-5,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2021M01	4,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2020M12	1,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2020M11	1,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación mensual	2020M10	-1,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M10	7,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M09	7,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M08	6,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M07	6,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M06	4,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M05	3,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M04	4,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M03	5,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M02	9,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2025M01	7,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M12	7,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M11	7,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M10	4,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M09	2,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M08	4,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M07	3,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M06	5,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M05	5,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M04	4,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M03	1,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M02	-2,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2024M01	1,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M12	-5,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M11	-5,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M10	-7,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M09	-13,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M08	-18,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M07	-14,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M06	-12,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M05	-10,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M04	-10,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M03	-16,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M02	-6,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2023M01	-8,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M12	-4,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M11	1,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M10	2,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M09	14,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M08	24,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M07	23,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M06	19,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M05	17,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M04	18,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M03	33,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M02	25,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2022M01	18,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M12	23,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M11	16,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M10	20,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M09	14,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M08	11,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M07	9,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M06	10,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M05	10,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M04	10,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M03	4,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M02	-1,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2021M01	3,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2020M12	-0,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2020M11	-2,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación anual	2020M10	-3,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M10	5,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M09	4,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M08	3,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M07	3,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M06	3,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M05	2,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M04	1,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M03	2,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M02	4,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2025M01	3,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M12	7,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M11	6,8
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M10	5,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M09	4,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M08	5,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M07	4,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M06	6,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M05	5,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M04	4,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M03	4,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M02	2,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2024M01	3,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M12	-5,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M11	-6,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M10	-5,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M09	-4,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M08	-4,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M07	-4,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M06	-4,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M05	-5,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M04	-5,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M03	-3,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M02	-1,3
